year,trifd,frsid,facility,address,city,county,state,zip,lat,long,transfer,release
2018,13045BSTWY3877L,1.1E+11,BESTWAY OF NEW YORK,3877 LUKER RD,CORTLAND,CORTLAND,NY,13045,42.59429,-76.2083,0,0
2018,11385NDPND7951C,1.1E+11,INDEPENDENT CHEMICAL CORP,70-30 79TH PL,GLENDALE,QUEENS,NY,11385,40.708386,-73.872019,0,0
2018,12550CVNTR89TAF,1.10005E+11,COVENTRY COATINGS CORP,89 TAFT AVE,NEWBURGH,ORANGE,NY,12550,41.52225,-74.04402,0,398
2018,11747TSCPP586UN,1.10001E+11,NORTHVILLE INDUSTRIES CORP - HOLTSVILLE TERMINAL,586 UNION AVE,HOLTSVILLE,SUFFOLK,NY,11742,40.812503,-73.065525,407.01,48.221
2018,12047SFTYK17GRE,1.10019E+11,SAFETY-KLEEN SYSTEMS COHOES (COH),17 GREEN MOUNTAIN DR,COHOES,ALBANY,NY,12047,42.800462,-73.726553,2735.9,0
2018,11747TSCPP586UN,1.10001E+11,NORTHVILLE INDUSTRIES CORP - HOLTSVILLE TERMINAL,586 UNION AVE,HOLTSVILLE,SUFFOLK,NY,11742,40.812503,-73.065525,398.65,608.6059
2018,13367MFPNSUTICA,1.1E+11,QUBICAAMF BOWLING PRODUCTS,7412 UTICA BLVD,LOWVILLE,LEWIS,NY,13367,43.779844,-75.483668,1288,674
2018,11733NRTHV19TER,1.10009E+11,NORTHVILLE INDUSTRIES CORP - SETAUKET TERMINAL,19 BELLE MEADE RD,EAST SETAUKET,SUFFOLK,NY,11733,40.917077,-73.093918,525.79,35.91
2018,11747TSCPP586UN,1.10001E+11,NORTHVILLE INDUSTRIES CORP - HOLTSVILLE TERMINAL,586 UNION AVE,HOLTSVILLE,SUFFOLK,NY,11742,40.812503,-73.065525,419.77,1586.8119
2018,13037GRYSY901EA,1.10008E+11,CPP-SYRACUSE,901 E GENESEE ST,CHITTENANGO,MADISON,NY,13037,43.05416,-75.86148,13939,555.341
2018,14850BRGWR800WA,1.1E+11,BORGWARNER ITHACA LLC,800 WARREN RD,ITHACA,TOMPKINS,NY,14850,42.50104,-76.4713,8259,195275
2018,12047SFTYK17GRE,1.10019E+11,SAFETY-KLEEN SYSTEMS COHOES (COH),17 GREEN MOUNTAIN DR,COHOES,ALBANY,NY,12047,42.800462,-73.726553,376,0
2018,11385NDPND7951C,1.1E+11,INDEPENDENT CHEMICAL CORP,70-30 79TH PL,GLENDALE,QUEENS,NY,11385,40.708386,-73.872019,0,0
2018,11733NRTHV19TER,1.10009E+11,NORTHVILLE INDUSTRIES CORP - SETAUKET TERMINAL,19 BELLE MEADE RD,EAST SETAUKET,SUFFOLK,NY,11733,40.917077,-73.093918,1.87722,0.0031
2018,13365MPRFBRIVER,1.10002E+11,EMPIRE FIBERGLASS PRODUCTS INC,RIVERSIDE INDUSTRIAL PARK,LITTLE FALLS,HERKIMER,NY,13365,43.03561,-74.86779,0,265
2018,1443WMNCHS1719L,1.10005E+11,MANCHESTER FACILITY,1719 LOVERS LANE ROAD,CLIFTON SPRINGS,ONTARIO,NY,14432,42.95165,-77.18132,0,0.2831
2018,12047SFTYK17GRE,1.10019E+11,SAFETY-KLEEN SYSTEMS COHOES (COH),17 GREEN MOUNTAIN DR,COHOES,ALBANY,NY,12047,42.800462,-73.726553,0,1836
2018,12047SFTYK17GRE,1.10019E+11,SAFETY-KLEEN SYSTEMS COHOES (COH),17 GREEN MOUNTAIN DR,COHOES,ALBANY,NY,12047,42.800462,-73.726553,1050,0
2018,11747TSCPP586UN,1.10001E+11,NORTHVILLE INDUSTRIES CORP - HOLTSVILLE TERMINAL,586 UNION AVE,HOLTSVILLE,SUFFOLK,NY,11742,40.812503,-73.065525,279.84,1699.8813
2018,12047SFTYK17GRE,1.10019E+11,SAFETY-KLEEN SYSTEMS COHOES (COH),17 GREEN MOUNTAIN DR,COHOES,ALBANY,NY,12047,42.800462,-73.726553,324140,8
2018,1478WWLCHF1NPRT,1.1007E+11,WELCH FOODS INC,100 N PORTAGE ST,WESTFIELD,CHAUTAUQUA,NY,14787,42.32611,-79.58186,0,500
2018,11733NRTHV19TER,1.10009E+11,NORTHVILLE INDUSTRIES CORP - SETAUKET TERMINAL,19 BELLE MEADE RD,EAST SETAUKET,SUFFOLK,NY,11733,40.917077,-73.093918,1015.9,290.67
2018,11747TSCPP586UN,1.10001E+11,NORTHVILLE INDUSTRIES CORP - HOLTSVILLE TERMINAL,586 UNION AVE,HOLTSVILLE,SUFFOLK,NY,11742,40.812503,-73.065525,1753.53,1788.7274
2018,13037GRYSY901EA,1.10008E+11,CPP-SYRACUSE,901 E GENESEE ST,CHITTENANGO,MADISON,NY,13037,43.05416,-75.86148,41220,1644.302
2018,12550CVNTR89TAF,1.10005E+11,COVENTRY COATINGS CORP,89 TAFT AVE,NEWBURGH,ORANGE,NY,12550,41.52225,-74.04402,9350,1174
2018,11747TSCPP586UN,1.10001E+11,NORTHVILLE INDUSTRIES CORP - HOLTSVILLE TERMINAL,586 UNION AVE,HOLTSVILLE,SUFFOLK,NY,11742,40.812503,-73.065525,0.0193,0.0023
2018,11747TSCPP586UN,1.10001E+11,NORTHVILLE INDUSTRIES CORP - HOLTSVILLE TERMINAL,586 UNION AVE,HOLTSVILLE,SUFFOLK,NY,11742,40.812503,-73.065525,0.81,0.0330007
2018,10962NCPKP2NICE,1.10001E+11,PROFESSIONAL DISPOSABLES INTERNATIONAL INC,TWO NICE-PAK PARK,ORANGEBURG,ROCKLAND,NY,10962,41.04869,-73.94105,23448,35.56
2018,11733NRTHV19TER,1.10009E+11,NORTHVILLE INDUSTRIES CORP - SETAUKET TERMINAL,19 BELLE MEADE RD,EAST SETAUKET,SUFFOLK,NY,11733,40.917077,-73.093918,0.3991,0.3157
2018,11747TSCPP586UN,1.10001E+11,NORTHVILLE INDUSTRIES CORP - HOLTSVILLE TERMINAL,586 UNION AVE,HOLTSVILLE,SUFFOLK,NY,11742,40.812503,-73.065525,237.18,66.751
2018,14701JMSTW178BL,1.1E+11,JAMESTOWN METAL PRODUCTS LLC,178 BLACKSTONE AVE,JAMESTOWN,CHAUTAUQUA,NY,14701,42.11008,-79.21133,21005,10
2018,11385NDPND7951C,1.1E+11,INDEPENDENT CHEMICAL CORP,70-30 79TH PL,GLENDALE,QUEENS,NY,11385,40.708386,-73.872019,0,0
2018,14850BRGWR800WA,1.1E+11,BORGWARNER ITHACA LLC,800 WARREN RD,ITHACA,TOMPKINS,NY,14850,42.50104,-76.4713,5289,912
2018,11747TSCPP586UN,1.10001E+11,NORTHVILLE INDUSTRIES CORP - HOLTSVILLE TERMINAL,586 UNION AVE,HOLTSVILLE,SUFFOLK,NY,11742,40.812503,-73.065525,1399.22,1703.6165
2018,14850BRGWR800WA,1.1E+11,BORGWARNER ITHACA LLC,800 WARREN RD,ITHACA,TOMPKINS,NY,14850,42.50104,-76.4713,0,5
2018,11747TSCPP586UN,1.10001E+11,NORTHVILLE INDUSTRIES CORP - HOLTSVILLE TERMINAL,586 UNION AVE,HOLTSVILLE,SUFFOLK,NY,11742,40.812503,-73.065525,765.31,198.566
2018,11733NRTHV19TER,1.10009E+11,NORTHVILLE INDUSTRIES CORP - SETAUKET TERMINAL,19 BELLE MEADE RD,EAST SETAUKET,SUFFOLK,NY,11733,40.917077,-73.093918,3386.34,676.08
2018,11385NDPND7951C,1.1E+11,INDEPENDENT CHEMICAL CORP,70-30 79TH PL,GLENDALE,QUEENS,NY,11385,40.708386,-73.872019,0,0
2018,11733NRTHV19TER,1.10009E+11,NORTHVILLE INDUSTRIES CORP - SETAUKET TERMINAL,19 BELLE MEADE RD,EAST SETAUKET,SUFFOLK,NY,11733,40.917077,-73.093918,468.6,121.76
2018,13365MPRFBRIVER,1.10002E+11,EMPIRE FIBERGLASS PRODUCTS INC,RIVERSIDE INDUSTRIAL PARK,LITTLE FALLS,HERKIMER,NY,13365,43.03561,-74.86779,0,8577
2018,14850BRGWR800WA,1.1E+11,BORGWARNER ITHACA LLC,800 WARREN RD,ITHACA,TOMPKINS,NY,14850,42.50104,-76.4713,14322,2563
2018,11747TSCPP586UN,1.10001E+11,NORTHVILLE INDUSTRIES CORP - HOLTSVILLE TERMINAL,586 UNION AVE,HOLTSVILLE,SUFFOLK,NY,11742,40.812503,-73.065525,46.83,209.876
2018,11733NRTHV19TER,1.10009E+11,NORTHVILLE INDUSTRIES CORP - SETAUKET TERMINAL,19 BELLE MEADE RD,EAST SETAUKET,SUFFOLK,NY,11733,40.917077,-73.093918,507.95,21.75
2018,14009PRSTL400WE,1.1E+11,PRESTOLITE ELECTRIC INC,400 MAIN ST,ARCADE,WYOMING,NY,14009,42.532376,-78.428288,0,4
2018,1120WLTRFL975ES,1.10001E+11,TRANSCONTINENTAL ULTRA FLEX INC,975 ESSEX ST,BROOKLYN,KINGS,NY,11208,40.660608,-73.87521,3871,3871
2018,11385NDPND7951C,1.1E+11,INDEPENDENT CHEMICAL CORP,70-30 79TH PL,GLENDALE,QUEENS,NY,11385,40.708386,-73.872019,0,0
2018,13037GRYSY901EA,1.10008E+11,CPP-SYRACUSE,901 E GENESEE ST,CHITTENANGO,MADISON,NY,13037,43.05416,-75.86148,10160,407.065
2018,14850BRGWR800WA,1.1E+11,BORGWARNER ITHACA LLC,800 WARREN RD,ITHACA,TOMPKINS,NY,14850,42.50104,-76.4713,7684,1778
2018,13357DPNTRCLARK,1.10001E+11,REMINGTON ARMS CO LLC,CLARK ST,ILION,HERKIMER,NY,13357,43.013726,-75.034048,2491,110
2018,13211SFTYK6741V,1.1E+11,SAFETY-KLEEN SYSTEMS SYRACUSE (SYR),6741 VIP PKWY,SYRACUSE,ONONDAGA,NY,13211,43.09998,-76.11382,1882.4,0
2018,13357DPNTRCLARK,1.10001E+11,REMINGTON ARMS CO LLC,CLARK ST,ILION,HERKIMER,NY,13357,43.013726,-75.034048,145577,1891
2018,13211SFTYK6741V,1.1E+11,SAFETY-KLEEN SYSTEMS SYRACUSE (SYR),6741 VIP PKWY,SYRACUSE,ONONDAGA,NY,13211,43.09998,-76.11382,131184,3
2018,13211SFTYK6741V,1.1E+11,SAFETY-KLEEN SYSTEMS SYRACUSE (SYR),6741 VIP PKWY,SYRACUSE,ONONDAGA,NY,13211,43.09998,-76.11382,0,1242
2018,13357DPNTRCLARK,1.10001E+11,REMINGTON ARMS CO LLC,CLARK ST,ILION,HERKIMER,NY,13357,43.013726,-75.034048,2000,2260
2018,13211SFTYK6741V,1.1E+11,SAFETY-KLEEN SYSTEMS SYRACUSE (SYR),6741 VIP PKWY,SYRACUSE,ONONDAGA,NY,13211,43.09998,-76.11382,765.3,0
2018,13357DPNTRCLARK,1.10001E+11,REMINGTON ARMS CO LLC,CLARK ST,ILION,HERKIMER,NY,13357,43.013726,-75.034048,60486,813
2018,13357DPNTRCLARK,1.10001E+11,REMINGTON ARMS CO LLC,CLARK ST,ILION,HERKIMER,NY,13357,43.013726,-75.034048,875,288
2018,10973BLCHMROUTE,1.1002E+11,BALCHEM CORP,2007 RT 284,SLATE HILL,ORANGE,NY,10973,41.389872,-74.477019,0,6.8
2018,1376WGDSGL171NR,1.10039E+11,GEODIS GLOBAL SOLUTIONS USA INC,1701 NORTH STREET,ENDICOTT,BROOME,NY,13760,42.10498,-76.04715,399644,0
2018,10973BLCHMROUTE,1.1002E+11,BALCHEM CORP,2007 RT 284,SLATE HILL,ORANGE,NY,10973,41.389872,-74.477019,0,7.9
2018,11742PRDSL6LONG,1.1E+11,PRIDE SOLVENT & CHEMICAL CO OF NY INC,6 LONG ISLAND AVE,HOLTSVILLE,SUFFOLK,NY,11742,40.813833,-73.061643,0,0
2018,11742PRDSL6LONG,1.1E+11,PRIDE SOLVENT & CHEMICAL CO OF NY INC,6 LONG ISLAND AVE,HOLTSVILLE,SUFFOLK,NY,11742,40.813833,-73.061643,179,495
2018,1376WGDSGL171NR,1.10039E+11,GEODIS GLOBAL SOLUTIONS USA INC,1701 NORTH STREET,ENDICOTT,BROOME,NY,13760,42.10498,-76.04715,42115.5,6.5
2018,13615FBRMRBRIDG,1.10008E+11,NEENAH NORTHEAST LLC,BRIDGE ST,BROWNVILLE,JEFFERSON,NY,13615,44.001,-75.982,0,0.000091
2018,13615FBRMRBRIDG,1.10008E+11,NEENAH NORTHEAST LLC,BRIDGE ST,BROWNVILLE,JEFFERSON,NY,13615,44.001,-75.982,0,0.00004
2018,13441KRSTC8TISS,1.1007E+11,KRIS-TECH WIRE CO INC,80 OTIS ST,ROME,ONEIDA,NY,13441,43.223021,-75.406957,0,0
2018,11746MRCNTSTEPA,1.10064E+11,AMERICAN TECHNICAL CERAMICS,15 STEPAR PL,HUNTINGTON STATION,SUFFOLK,NY,11746,40.83994,-73.42627,200,0.0008
2018,13211SFTYK6741V,1.1E+11,SAFETY-KLEEN SYSTEMS SYRACUSE (SYR),6741 VIP PKWY,SYRACUSE,ONONDAGA,NY,13211,43.09998,-76.11382,258.6,0
2018,11742PRDSL6LONG,1.1E+11,PRIDE SOLVENT & CHEMICAL CO OF NY INC,6 LONG ISLAND AVE,HOLTSVILLE,SUFFOLK,NY,11742,40.813833,-73.061643,0,0
2018,14456GRDNN50FOR,1.10005E+11,GUARDIAN INDUSTRIES - GENEVA,50 FORGE AVE,GENEVA,ONTARIO,NY,14456,42.88261,-76.97223,19.089,21.664
2018,11742PRDSL6LONG,1.1E+11,PRIDE SOLVENT & CHEMICAL CO OF NY INC,6 LONG ISLAND AVE,HOLTSVILLE,SUFFOLK,NY,11742,40.813833,-73.061643,0,0
2018,14533PNNWLROUTE,1.10019E+11,ARKEMA INC,3289 GENESEE STREET,PIFFARD,LIVINGSTON,NY,14533,42.831474,-77.842301,250,250
2018,14456GRDNN50FOR,1.10005E+11,GUARDIAN INDUSTRIES - GENEVA,50 FORGE AVE,GENEVA,ONTARIO,NY,14456,42.88261,-76.97223,0,44385.1
2018,11103PLTPR24134,1.1E+11,PILOT PRODUCTS INC,24-13 46TH ST,LONG ISLAND CITY,QUEENS,NY,11103,40.766739,-73.906086,0,0
2018,11742PRDSL6LONG,1.1E+11,PRIDE SOLVENT & CHEMICAL CO OF NY INC,6 LONG ISLAND AVE,HOLTSVILLE,SUFFOLK,NY,11742,40.813833,-73.061643,112,2771
2018,14533PNNWLROUTE,1.10019E+11,ARKEMA INC,3289 GENESEE STREET,PIFFARD,LIVINGSTON,NY,14533,42.831474,-77.842301,0,250
2018,11742PRDSL6LONG,1.1E+11,PRIDE SOLVENT & CHEMICAL CO OF NY INC,6 LONG ISLAND AVE,HOLTSVILLE,SUFFOLK,NY,11742,40.813833,-73.061643,195,3004
2018,11103PLTPR24134,1.1E+11,PILOT PRODUCTS INC,24-13 46TH ST,LONG ISLAND CITY,QUEENS,NY,11103,40.766739,-73.906086,0,0
2018,14075HMBRG3949J,1.10024E+11,HAMBURG FINISHING WORKS,3949 JEFFREY BLVD,HAMBURG,ERIE,NY,14075,42.77748,-78.83707,14165,14186
2018,11742PRDSL6LONG,1.1E+11,PRIDE SOLVENT & CHEMICAL CO OF NY INC,6 LONG ISLAND AVE,HOLTSVILLE,SUFFOLK,NY,11742,40.813833,-73.061643,0,0
2018,11742PRDSL6LONG,1.1E+11,PRIDE SOLVENT & CHEMICAL CO OF NY INC,6 LONG ISLAND AVE,HOLTSVILLE,SUFFOLK,NY,11742,40.813833,-73.061643,415,596
2018,11742PRDSL6LONG,1.1E+11,PRIDE SOLVENT & CHEMICAL CO OF NY INC,6 LONG ISLAND AVE,HOLTSVILLE,SUFFOLK,NY,11742,40.813833,-73.061643,0,0
2018,14533PNNWLROUTE,1.10019E+11,ARKEMA INC,3289 GENESEE STREET,PIFFARD,LIVINGSTON,NY,14533,42.831474,-77.842301,750,1260
2018,14533PNNWLROUTE,1.10019E+11,ARKEMA INC,3289 GENESEE STREET,PIFFARD,LIVINGSTON,NY,14533,42.831474,-77.842301,6500,255
2018,1254WHNTRP9HUDS,1.10055E+11,HUNTER PANELS A DIV OF CARLISLE CONSTRUCTION MATERIALS,9 HUDSON CROSSING,MONTGOMERY,ORANGE,NY,12549,41.4872,-74.2448,500,2
2018,11742PRDSL6LONG,1.1E+11,PRIDE SOLVENT & CHEMICAL CO OF NY INC,6 LONG ISLAND AVE,HOLTSVILLE,SUFFOLK,NY,11742,40.813833,-73.061643,0,0
2018,11742PRDSL6LONG,1.1E+11,PRIDE SOLVENT & CHEMICAL CO OF NY INC,6 LONG ISLAND AVE,HOLTSVILLE,SUFFOLK,NY,11742,40.813833,-73.061643,0,0
2018,11742PRDSL6LONG,1.1E+11,PRIDE SOLVENT & CHEMICAL CO OF NY INC,6 LONG ISLAND AVE,HOLTSVILLE,SUFFOLK,NY,11742,40.813833,-73.061643,0,0
2018,11103PLTPR24134,1.1E+11,PILOT PRODUCTS INC,24-13 46TH ST,LONG ISLAND CITY,QUEENS,NY,11103,40.766739,-73.906086,0,0
2018,13209FRZRJ3000M,1.10002E+11,FRAZER & JONES CO,3000 MILTON AVE,SOLVAY,ONONDAGA,NY,13209,43.062111,-76.228336,0,0
2018,14012SSMRS7725L,1.1E+11,SOMERSET OPERATING CO LLC,7725 LAKE RD,BARKER,NIAGARA,NY,14012,43.3564,-78.6037,0,0.339738
2018,14012SSMRS7725L,1.1E+11,SOMERSET OPERATING CO LLC,7725 LAKE RD,BARKER,NIAGARA,NY,14012,43.3564,-78.6037,0,2380
2018,12533BMXXXEASTF,1.10042E+11,GLOBALFOUNDRIES US 2 LLC,E FISHKILL FACILITY 2070 RT 52,HOPEWELL JUNCTION,DUTCHESS,NY,12533,41.53551,-73.818182,0,10
2018,12533BMXXXEASTF,1.10042E+11,GLOBALFOUNDRIES US 2 LLC,E FISHKILL FACILITY 2070 RT 52,HOPEWELL JUNCTION,DUTCHESS,NY,12533,41.53551,-73.818182,0,4936
2018,14012SSMRS7725L,1.1E+11,SOMERSET OPERATING CO LLC,7725 LAKE RD,BARKER,NIAGARA,NY,14012,43.3564,-78.6037,0,66.99246
2018,12533BMXXXEASTF,1.10042E+11,GLOBALFOUNDRIES US 2 LLC,E FISHKILL FACILITY 2070 RT 52,HOPEWELL JUNCTION,DUTCHESS,NY,12533,41.53551,-73.818182,0,1900
2018,14603GNRLM1000L,1.1E+11,GM COMPONENTS HOLDINGS LLC,1000 LEXINGTON AVE,ROCHESTER,MONROE,NY,14606,43.17923,-77.65488,4800,0
2018,14120BFFLP874OL,1.1E+11,BUFFALO PUMPS DIV OF AIR & LIQUID SYSTEMS CORP,874 OLIVER ST,NORTH TONAWANDA,NIAGARA,NY,14120,43.04585,-78.88376,0,1.15
2018,14012SSMRS7725L,1.1E+11,SOMERSET OPERATING CO LLC,7725 LAKE RD,BARKER,NIAGARA,NY,14012,43.3564,-78.6037,0,6586.62
2018,12533BMXXXEASTF,1.10042E+11,GLOBALFOUNDRIES US 2 LLC,E FISHKILL FACILITY 2070 RT 52,HOPEWELL JUNCTION,DUTCHESS,NY,12533,41.53551,-73.818182,0,615326
2018,1460WNTNWD1444E,1.10016E+11,NATIONWIDE CIRCUITS INC,1444 EMERSON ST,ROCHESTER,MONROE,NY,14606,43.17384,-77.67032,268,0
2018,14533PNNWLROUTE,1.10019E+11,ARKEMA INC,3289 GENESEE STREET,PIFFARD,LIVINGSTON,NY,14533,42.831474,-77.842301,250,255
2018,11742PRDSL6LONG,1.1E+11,PRIDE SOLVENT & CHEMICAL CO OF NY INC,6 LONG ISLAND AVE,HOLTSVILLE,SUFFOLK,NY,11742,40.813833,-73.061643,0,0
2018,14012SSMRS7725L,1.1E+11,SOMERSET OPERATING CO LLC,7725 LAKE RD,BARKER,NIAGARA,NY,14012,43.3564,-78.6037,0,4861.87
2018,11980CTHNS5ZRNB,1.10041E+11,CAITHNESS LONG ISLAND ENERGY CENTER,50 ZORN BLVD,YAPHANK,SUFFOLK,NY,11980,40.814282,-72.940448,0,51321
2018,12533BMXXXEASTF,1.10042E+11,GLOBALFOUNDRIES US 2 LLC,E FISHKILL FACILITY 2070 RT 52,HOPEWELL JUNCTION,DUTCHESS,NY,12533,41.53551,-73.818182,13512,6054
2018,14012SSMRS7725L,1.1E+11,SOMERSET OPERATING CO LLC,7725 LAKE RD,BARKER,NIAGARA,NY,14012,43.3564,-78.6037,0,7865
2018,14012SSMRS7725L,1.1E+11,SOMERSET OPERATING CO LLC,7725 LAKE RD,BARKER,NIAGARA,NY,14012,43.3564,-78.6037,0,2024.91
2018,14603GNRLM1000L,1.1E+11,GM COMPONENTS HOLDINGS LLC,1000 LEXINGTON AVE,ROCHESTER,MONROE,NY,14606,43.17923,-77.65488,4000,3100
2018,14012SSMRS7725L,1.1E+11,SOMERSET OPERATING CO LLC,7725 LAKE RD,BARKER,NIAGARA,NY,14012,43.3564,-78.6037,0,11765.72
2018,14012SSMRS7725L,1.1E+11,SOMERSET OPERATING CO LLC,7725 LAKE RD,BARKER,NIAGARA,NY,14012,43.3564,-78.6037,0,14022
2018,12533BMXXXEASTF,1.10042E+11,GLOBALFOUNDRIES US 2 LLC,E FISHKILL FACILITY 2070 RT 52,HOPEWELL JUNCTION,DUTCHESS,NY,12533,41.53551,-73.818182,93010,614
2018,14012SSMRS7725L,1.1E+11,SOMERSET OPERATING CO LLC,7725 LAKE RD,BARKER,NIAGARA,NY,14012,43.3564,-78.6037,0,2627.245
2018,12533BMXXXEASTF,1.10042E+11,GLOBALFOUNDRIES US 2 LLC,E FISHKILL FACILITY 2070 RT 52,HOPEWELL JUNCTION,DUTCHESS,NY,12533,41.53551,-73.818182,0,1000
2018,14012SSMRS7725L,1.1E+11,SOMERSET OPERATING CO LLC,7725 LAKE RD,BARKER,NIAGARA,NY,14012,43.3564,-78.6037,0,1190.15
2018,12533BMXXXEASTF,1.10042E+11,GLOBALFOUNDRIES US 2 LLC,E FISHKILL FACILITY 2070 RT 52,HOPEWELL JUNCTION,DUTCHESS,NY,12533,41.53551,-73.818182,0,23
2018,12533BMXXXEASTF,1.10042E+11,GLOBALFOUNDRIES US 2 LLC,E FISHKILL FACILITY 2070 RT 52,HOPEWELL JUNCTION,DUTCHESS,NY,12533,41.53551,-73.818182,1582,119
2018,14012SSMRS7725L,1.1E+11,SOMERSET OPERATING CO LLC,7725 LAKE RD,BARKER,NIAGARA,NY,14012,43.3564,-78.6037,0,1664.17
2018,14012SSMRS7725L,1.1E+11,SOMERSET OPERATING CO LLC,7725 LAKE RD,BARKER,NIAGARA,NY,14012,43.3564,-78.6037,0,603
2018,14012SSMRS7725L,1.1E+11,SOMERSET OPERATING CO LLC,7725 LAKE RD,BARKER,NIAGARA,NY,14012,43.3564,-78.6037,0,1230.32
2018,1336WFLDMR245RI,1.10057E+11,FELDMEIER EQUIPMENT INC,245 RIVESIDE IND US TRIAL PARK,LITTLE FALLS,HERKIMER,NY,13365,43.02926,-74.876015,6095,2508
2018,1421WCCTNG225FI,1.10058E+11,UC COATINGS LLC,2250 FILLMORE AVE,BUFFALO,ERIE,NY,14214,42.93536,-78.83924,0,222
2018,12550SNCNC1184R,1.10001E+11,GLOBAL COS LLC SOUTH TERMINAL,1184 RIVER RD,NEW WINDSOR,ORANGE,NY,12553,41.479611,-74.011472,0,89
2018,13021BRNSTQUARR,1.1E+11,NUCOR STEEL AUBURN INC,25 QUARRY RD,AUBURN,CAYUGA,NY,13021,42.95071,-76.57087,3509634.69,2562.78
2018,13045CRTLN1911L,1.10002E+11,CORTLAND ASPHALT PRODUCTS,1911 LORING CROSSING RD,CORTLAND,CORTLAND,NY,13045,42.624568,-76.150525,0,0.7
2018,1286WSLCKC21GRA,1.10018E+11,SLACK CHEMICAL CO INC,21 GRANDE BLVD,SARATOGA SPRINGS,SARATOGA,NY,12866,43.065597,-73.821019,0,173
2018,12533BMXXXEASTF,1.10042E+11,GLOBALFOUNDRIES US 2 LLC,E FISHKILL FACILITY 2070 RT 52,HOPEWELL JUNCTION,DUTCHESS,NY,12533,41.53551,-73.818182,0,7000
2018,1240WNCDST625SA,1.1007E+11,BRENNTAG LUBRICANTS NORTH EAST- KINGSTON,625 SAWKILL RD,KINGSTON,ULSTER,NY,12401,41.97842,-74.01398,0,0
2018,13209FRZRJ3000M,1.10002E+11,FRAZER & JONES CO,3000 MILTON AVE,SOLVAY,ONONDAGA,NY,13209,43.062111,-76.228336,76.7,104.7
2018,1092WTKSGN114CM,1.10056E+11,TAKASAGO INTERNATIONAL CORP (USA),114 COMMERCE DRIVE,HARRIMAN,ORANGE,NY,10926,41.30681,-74.13362,1737,20
2018,12533BMXXXEASTF,1.10042E+11,GLOBALFOUNDRIES US 2 LLC,E FISHKILL FACILITY 2070 RT 52,HOPEWELL JUNCTION,DUTCHESS,NY,12533,41.53551,-73.818182,43,4310
2018,10567SCMPSRTE62,1.10037E+11,US ARMY NATIONAL GUARD CAMP SMITH TRAINING SITE RANGES,11 BEAR MOUNTAIN ROAD,CORTLANDT MANOR,WESTCHESTER,NY,10567,41.301926,-73.938975,688.26,9848.4
2018,14012SSMRS7725L,1.1E+11,SOMERSET OPERATING CO LLC,7725 LAKE RD,BARKER,NIAGARA,NY,14012,43.3564,-78.6037,0,1420.96
2018,12533BMXXXEASTF,1.10042E+11,GLOBALFOUNDRIES US 2 LLC,E FISHKILL FACILITY 2070 RT 52,HOPEWELL JUNCTION,DUTCHESS,NY,12533,41.53551,-73.818182,0,3700
2018,14603GNRLM1000L,1.1E+11,GM COMPONENTS HOLDINGS LLC,1000 LEXINGTON AVE,ROCHESTER,MONROE,NY,14606,43.17923,-77.65488,13500,0
2018,12550SNCNC1184R,1.10001E+11,GLOBAL COS LLC SOUTH TERMINAL,1184 RIVER RD,NEW WINDSOR,ORANGE,NY,12553,41.479611,-74.011472,0,12.2
2018,13021BRNSTQUARR,1.1E+11,NUCOR STEEL AUBURN INC,25 QUARRY RD,AUBURN,CAYUGA,NY,13021,42.95071,-76.57087,603175.48,47816.25
2018,11101MRCNW3930R,1.10013E+11,AMERICAN WAX CO,39-30 REVIEW AVE,LONG ISLAND CITY,QUEENS,NY,11101,40.729748,-73.932425,0,0
2018,12550SNCNC1184R,1.10001E+11,GLOBAL COS LLC SOUTH TERMINAL,1184 RIVER RD,NEW WINDSOR,ORANGE,NY,12553,41.479611,-74.011472,78,99
2018,12550SNCNC1184R,1.10001E+11,GLOBAL COS LLC SOUTH TERMINAL,1184 RIVER RD,NEW WINDSOR,ORANGE,NY,12553,41.479611,-74.011472,0,1.2
2018,13021BRNSTQUARR,1.1E+11,NUCOR STEEL AUBURN INC,25 QUARRY RD,AUBURN,CAYUGA,NY,13021,42.95071,-76.57087,69450.52,4078.9
2018,1336WFLDMR245RI,1.10057E+11,FELDMEIER EQUIPMENT INC,245 RIVESIDE IND US TRIAL PARK,LITTLE FALLS,HERKIMER,NY,13365,43.02926,-74.876015,58678,22543
2018,10001GDNNWJFKIN,1.10001E+11,ALLIED NEW YORK SERVICES  INC,J.F.K. INTERNATIONAL AIRPORT BUILDING # 90,JAMAICA,QUEENS,NY,11430,40.6475,-73.78675,130.48,43.81
2018,13021BRNSTQUARR,1.1E+11,NUCOR STEEL AUBURN INC,25 QUARRY RD,AUBURN,CAYUGA,NY,13021,42.95071,-76.57087,38.49,68.13
2018,14048DNKRK1ICEC,1.1E+11,FIELDBROOK FOODS CORP,ONE ICE CREAM DR,DUNKIRK,CHAUTAUQUA,NY,14048,42.474444,-79.321944,13257,0
2018,1071WKMBRM112SA,1.10044E+11,KIMBER MFG INC,1120 SAW MILL RIVER RD,YONKERS,WESTCHESTER,NY,10710,40.97338,-73.86706,16274,0
2018,14048DNKRK1ICEC,1.1E+11,FIELDBROOK FOODS CORP,ONE ICE CREAM DR,DUNKIRK,CHAUTAUQUA,NY,14048,42.474444,-79.321944,0,12308
